vm_id,current_size,current_cost,recommended_size,new_cost,monthly_savings
vm-104449,Standard_DS3_v2,131.79,Standard_B2s,30.37,101.41999999999999
vm-101869,Standard_DS3_v2,131.67,Standard_B1s,7.59,124.07999999999998
vm-101037,Standard_DS3_v2,131.62,Standard_B2s,30.37,101.25
vm-103434,Standard_DS3_v2,131.41,Standard_B2s,30.37,101.03999999999999
vm-103458,Standard_DS3_v2,131.35,Standard_B2s,30.37,100.97999999999999
vm-100381,Standard_DS3_v2,131.26,Standard_B2s,30.37,100.88999999999999
vm-101511,Standard_DS3_v2,131.15,Standard_B2s,30.37,100.78
vm-104225,Standard_DS3_v2,131.1,Standard_B2s,30.37,100.72999999999999
vm-101796,Standard_DS3_v2,131.08,Standard_B2s,30.37,100.71000000000001
vm-102473,Standard_DS3_v2,130.94,Standard_B2s,30.37,100.57
vm-101270,Standard_DS3_v2,130.92,Standard_B2s,30.37,100.54999999999998
vm-100876,Standard_DS3_v2,130.88,Standard_B2s,30.37,100.50999999999999
vm-100500,Standard_DS3_v2,130.84,Standard_B2s,30.37,100.47
vm-103810,Standard_DS3_v2,130.71,Standard_B2s,30.37,100.34
vm-102631,Standard_DS3_v2,130.7,Standard_B2s,30.37,100.32999999999998
vm-103312,Standard_DS3_v2,130.68,Standard_B2s,30.37,100.31
vm-103310,Standard_DS3_v2,130.65,Standard_B2s,30.37,100.28
vm-101020,Standard_DS3_v2,130.61,Standard_B2s,30.37,100.24000000000001
vm-104665,Standard_DS3_v2,130.38,Standard_B2s,30.37,100.00999999999999
vm-103672,Standard_DS3_v2,130.07,Standard_B2s,30.37,99.69999999999999
vm-100266,Standard_DS3_v2,130.06,Standard_B2s,30.37,99.69
vm-104732,Standard_DS3_v2,130.03,Standard_B2s,30.37,99.66
vm-102955,Standard_DS3_v2,129.89,Standard_B2s,30.37,99.51999999999998
vm-102639,Standard_DS3_v2,129.85,Standard_B2s,30.37,99.47999999999999
vm-102912,Standard_DS3_v2,129.76,Standard_B2s,30.37,99.38999999999999
vm-104012,Standard_DS3_v2,129.68,Standard_B2s,30.37,99.31
vm-100609,Standard_DS3_v2,129.59,Standard_B2s,30.37,99.22
vm-103447,Standard_DS3_v2,129.52,Standard_B2s,30.37,99.15
vm-101150,Standard_DS3_v2,129.51,Standard_B2s,30.37,99.13999999999999
vm-102608,Standard_DS3_v2,129.51,Standard_B2s,30.37,99.13999999999999
vm-102045,Standard_DS3_v2,129.51,Standard_B2s,30.37,99.13999999999999
vm-101915,Standard_DS3_v2,129.48,Standard_B2s,30.37,99.10999999999999
vm-101679,Standard_DS3_v2,129.39,Standard_B2s,30.37,99.01999999999998
vm-100509,Standard_DS3_v2,129.35,Standard_B2s,30.37,98.97999999999999
vm-100235,Standard_DS3_v2,129.35,Standard_B1s,7.59,121.75999999999999
vm-103272,Standard_DS3_v2,129.3,Standard_B2s,30.37,98.93
vm-102921,Standard_DS3_v2,129.26,Standard_B2s,30.37,98.88999999999999
vm-104877,Standard_DS3_v2,129.06,Standard_B2s,30.37,98.69
vm-101888,Standard_DS3_v2,128.87,Standard_B2s,30.37,98.5
vm-100159,Standard_DS3_v2,128.84,Standard_B2s,30.37,98.47
vm-100435,Standard_DS3_v2,128.76,Standard_B2s,30.37,98.38999999999999
vm-102982,Standard_DS3_v2,128.73,Standard_B2s,30.37,98.35999999999999
vm-100481,Standard_DS3_v2,128.48,Standard_B2s,30.37,98.10999999999999
vm-101586,Standard_DS3_v2,128.42,Standard_B2s,30.37,98.04999999999998
vm-102214,Standard_DS3_v2,128.38,Standard_B2s,30.37,98.00999999999999
vm-103916,Standard_DS3_v2,128.25,Standard_B2s,30.37,97.88
vm-104644,Standard_DS3_v2,128.19,Standard_B2s,30.37,97.82
vm-104230,Standard_DS3_v2,128.17,Standard_B2s,30.37,97.79999999999998
vm-104456,Standard_DS3_v2,128.02,Standard_B2s,30.37,97.65
vm-103256,Standard_DS3_v2,127.98,Standard_B2s,30.37,97.61
vm-100278,Standard_DS3_v2,127.87,Standard_B2s,30.37,97.5
vm-104122,Standard_DS3_v2,127.8,Standard_B2s,30.37,97.42999999999999
vm-103362,Standard_DS3_v2,127.79,Standard_B2s,30.37,97.42
vm-100800,Standard_DS3_v2,127.59,Standard_B2s,30.37,97.22
vm-100091,Standard_DS3_v2,127.48,Standard_B2s,30.37,97.11
vm-101399,Standard_DS3_v2,127.43,Standard_B2s,30.37,97.06
vm-102321,Standard_DS3_v2,127.37,Standard_B2s,30.37,97.0
vm-100966,Standard_DS3_v2,127.28,Standard_B2s,30.37,96.91
vm-104973,Standard_DS3_v2,127.27,Standard_B2s,30.37,96.89999999999999
vm-102388,Standard_DS3_v2,127.27,Standard_B2s,30.37,96.89999999999999
vm-100196,Standard_DS3_v2,127.25,Standard_B2s,30.37,96.88
vm-103753,Standard_DS3_v2,127.25,Standard_B2s,30.37,96.88
vm-100719,Standard_DS3_v2,127.23,Standard_B2s,30.37,96.86
vm-104119,Standard_DS3_v2,127.2,Standard_B2s,30.37,96.83
vm-104651,Standard_DS3_v2,127.16,Standard_B2s,30.37,96.78999999999999
vm-103112,Standard_DS3_v2,127.11,Standard_B2s,30.37,96.74
vm-101343,Standard_DS3_v2,127.08,Standard_B2s,30.37,96.71
vm-101594,Standard_DS3_v2,127.05,Standard_B2s,30.37,96.67999999999999
vm-101108,Standard_DS3_v2,127.03,Standard_B2s,30.37,96.66
vm-104659,Standard_DS3_v2,127.02,Standard_B2s,30.37,96.64999999999999
vm-103369,Standard_DS3_v2,127.0,Standard_B2s,30.37,96.63
vm-100075,Standard_DS3_v2,126.96,Standard_B1s,7.59,119.36999999999999
vm-100560,Standard_DS3_v2,126.85,Standard_B2s,30.37,96.47999999999999
vm-101717,Standard_DS3_v2,126.85,Standard_B2s,30.37,96.47999999999999
vm-102891,Standard_DS3_v2,126.75,Standard_B2s,30.37,96.38
vm-102809,Standard_DS3_v2,126.71,Standard_B2s,30.37,96.33999999999999
vm-104768,Standard_DS3_v2,126.68,Standard_B1s,7.59,119.09
vm-100798,Standard_DS3_v2,126.66,Standard_B2s,30.37,96.28999999999999
vm-103218,Standard_DS3_v2,126.64,Standard_B2s,30.37,96.27
vm-102520,Standard_DS3_v2,126.61,Standard_B1s,7.59,119.02
vm-102943,Standard_DS3_v2,126.5,Standard_B2s,30.37,96.13
vm-103848,Standard_DS3_v2,126.44,Standard_B2s,30.37,96.07
vm-101006,Standard_DS3_v2,126.39,Standard_B2s,30.37,96.02
vm-103356,Standard_DS3_v2,126.31,Standard_B2s,30.37,95.94
vm-104491,Standard_DS3_v2,126.2,Standard_B2s,30.37,95.83
vm-103712,Standard_DS3_v2,126.18,Standard_B2s,30.37,95.81
vm-100176,Standard_DS3_v2,126.16,Standard_B2s,30.37,95.78999999999999
vm-100009,Standard_DS3_v2,126.14,Standard_B2s,30.37,95.77
vm-104967,Standard_DS3_v2,126.14,Standard_B2s,30.37,95.77
vm-104238,Standard_DS3_v2,126.14,Standard_B2s,30.37,95.77
vm-100438,Standard_DS3_v2,126.12,Standard_B2s,30.37,95.75
vm-101189,Standard_DS3_v2,126.11,Standard_B2s,30.37,95.74
vm-104344,Standard_E2s_v3,123.59,Standard_B2s,30.37,93.22
vm-104508,Standard_E2s_v3,123.58,Standard_B4ms,60.74,62.839999999999996
vm-104176,Standard_E2s_v3,123.56,Standard_B4ms,60.74,62.82
vm-101933,Standard_E2s_v3,123.53,Standard_B4ms,60.74,62.79
vm-103786,Standard_E2s_v3,123.52,Standard_B4ms,60.74,62.779999999999994
vm-100993,Standard_E2s_v3,123.49,Standard_B4ms,60.74,62.74999999999999
vm-102278,Standard_E2s_v3,123.47,Standard_B4ms,60.74,62.73
vm-102795,Standard_E2s_v3,123.44,Standard_B2s,30.37,93.07
vm-100008,Standard_E2s_v3,123.42,Standard_B2s,30.37,93.05
vm-104320,Standard_E2s_v3,123.4,Standard_B2s,30.37,93.03
vm-104957,Standard_E2s_v3,123.39,Standard_B4ms,60.74,62.65
vm-101992,Standard_E2s_v3,123.38,Standard_B4ms,60.74,62.63999999999999
vm-100510,Standard_E2s_v3,123.36,Standard_B4ms,60.74,62.62
vm-104709,Standard_E2s_v3,123.35,Standard_B1s,7.59,115.75999999999999
vm-104547,Standard_E2s_v3,123.34,Standard_B1s,7.59,115.75
vm-104361,Standard_E2s_v3,123.33,Standard_B2s,30.37,92.96
vm-102575,Standard_E2s_v3,123.32,Standard_B2s,30.37,92.94999999999999
vm-103595,Standard_E2s_v3,123.29,Standard_B2s,30.37,92.92
vm-102844,Standard_E2s_v3,123.28,Standard_B2s,30.37,92.91
vm-104358,Standard_E2s_v3,123.24,Standard_B4ms,60.74,62.49999999999999
vm-102797,Standard_E2s_v3,123.21,Standard_B4ms,60.74,62.46999999999999
vm-101191,Standard_E2s_v3,123.14,Standard_B4ms,60.74,62.4
vm-100496,Standard_E2s_v3,123.11,Standard_B4ms,60.74,62.37
vm-104799,Standard_E2s_v3,123.1,Standard_B2s,30.37,92.72999999999999
vm-102242,Standard_E2s_v3,123.09,Standard_B2s,30.37,92.72
vm-104523,Standard_E2s_v3,123.06,Standard_B2s,30.37,92.69
vm-102749,Standard_E2s_v3,123.05,Standard_B4ms,60.74,62.309999999999995
vm-104000,Standard_E2s_v3,123.05,Standard_B4ms,60.74,62.309999999999995
vm-104349,Standard_E2s_v3,122.98,Standard_B4ms,60.74,62.24
vm-100414,Standard_E2s_v3,122.98,Standard_B4ms,60.74,62.24
vm-101398,Standard_E2s_v3,122.96,Standard_B2s,30.37,92.58999999999999
vm-103485,Standard_E2s_v3,122.9,Standard_B4ms,60.74,62.160000000000004
vm-100559,Standard_E2s_v3,122.82,Standard_B4ms,60.74,62.07999999999999
vm-103365,Standard_E2s_v3,122.81,Standard_B2s,30.37,92.44
vm-103330,Standard_E2s_v3,122.77,Standard_B2s,30.37,92.39999999999999
vm-101556,Standard_E2s_v3,122.77,Standard_B4ms,60.74,62.029999999999994
vm-100939,Standard_E2s_v3,122.73,Standard_B1s,7.59,115.14
vm-104382,Standard_E2s_v3,122.73,Standard_B4ms,60.74,61.99
vm-104495,Standard_E2s_v3,122.71,Standard_B4ms,60.74,61.96999999999999
vm-102502,Standard_E2s_v3,122.67,Standard_B2s,30.37,92.3
vm-104590,Standard_E2s_v3,122.65,Standard_B2s,30.37,92.28
vm-100872,Standard_E2s_v3,122.64,Standard_B4ms,60.74,61.9
vm-101577,Standard_E2s_v3,122.6,Standard_B1s,7.59,115.00999999999999
vm-101551,Standard_E2s_v3,122.54,Standard_B2s,30.37,92.17
vm-101359,Standard_E2s_v3,122.52,Standard_B2s,30.37,92.14999999999999
vm-100238,Standard_E2s_v3,122.45,Standard_B4ms,60.74,61.71
vm-100463,Standard_E2s_v3,122.44,Standard_B4ms,60.74,61.699999999999996
vm-103861,Standard_E2s_v3,122.38,Standard_B2s,30.37,92.00999999999999
vm-103155,Standard_E2s_v3,122.38,Standard_B4ms,60.74,61.63999999999999
vm-104595,Standard_E2s_v3,122.36,Standard_B2s,30.37,91.99
vm-100544,Standard_E2s_v3,122.36,Standard_B4ms,60.74,61.62
vm-104716,Standard_E2s_v3,122.31,Standard_B4ms,60.74,61.57
vm-104392,Standard_E2s_v3,122.28,Standard_B4ms,60.74,61.54
vm-100461,Standard_E2s_v3,122.27,Standard_B4ms,60.74,61.529999999999994
vm-101917,Standard_E2s_v3,122.24,Standard_B4ms,60.74,61.49999999999999
vm-104628,Standard_E2s_v3,122.22,Standard_B2s,30.37,91.85
vm-104513,Standard_E2s_v3,122.2,Standard_B2s,30.37,91.83
vm-103323,Standard_E2s_v3,122.19,Standard_B2s,30.37,91.82
vm-104500,Standard_E2s_v3,122.17,Standard_B2s,30.37,91.8
vm-103338,Standard_E2s_v3,122.15,Standard_B2s,30.37,91.78
vm-104285,Standard_E2s_v3,122.09,Standard_B4ms,60.74,61.35
vm-102301,Standard_E2s_v3,122.04,Standard_B4ms,60.74,61.300000000000004
vm-103629,Standard_E2s_v3,122.01,Standard_B4ms,60.74,61.27
vm-104211,Standard_E2s_v3,121.97,Standard_B4ms,60.74,61.23
vm-101059,Standard_E2s_v3,121.96,Standard_B2s,30.37,91.58999999999999
vm-104679,Standard_E2s_v3,121.94,Standard_B4ms,60.74,61.199999999999996
vm-104875,Standard_E2s_v3,121.86,Standard_B2s,30.37,91.49
vm-102463,Standard_E2s_v3,121.85,Standard_B4ms,60.74,61.10999999999999
vm-104860,Standard_E2s_v3,121.85,Standard_B4ms,60.74,61.10999999999999
vm-104072,Standard_E2s_v3,121.85,Standard_B2s,30.37,91.47999999999999
vm-102405,Standard_E2s_v3,121.82,Standard_B4ms,60.74,61.07999999999999
vm-101787,Standard_E2s_v3,121.81,Standard_B4ms,60.74,61.07
vm-103074,Standard_E2s_v3,121.74,Standard_B4ms,60.74,60.99999999999999
vm-100591,Standard_E2s_v3,121.72,Standard_B2s,30.37,91.35
vm-101896,Standard_E2s_v3,121.67,Standard_B4ms,60.74,60.93
vm-101091,Standard_E2s_v3,121.66,Standard_B4ms,60.74,60.919999999999995
vm-101922,Standard_E2s_v3,121.65,Standard_B4ms,60.74,60.910000000000004
vm-100756,Standard_E2s_v3,121.63,Standard_B4ms,60.74,60.88999999999999
vm-100686,Standard_E2s_v3,121.54,Standard_B2s,30.37,91.17
vm-101582,Standard_E2s_v3,121.5,Standard_B4ms,60.74,60.76
vm-104214,Standard_E2s_v3,121.5,Standard_B4ms,60.74,60.76
vm-101516,Standard_E2s_v3,121.45,Standard_B4ms,60.74,60.71
vm-103125,Standard_E2s_v3,121.4,Standard_B4ms,60.74,60.660000000000004
vm-102792,Standard_E2s_v3,121.33,Standard_B2s,30.37,90.96
vm-100979,Standard_E2s_v3,121.28,Standard_B1s,7.59,113.69
vm-103601,Standard_E2s_v3,121.27,Standard_B2s,30.37,90.89999999999999
vm-100749,Standard_E2s_v3,121.26,Standard_B2s,30.37,90.89
vm-102462,Standard_E2s_v3,121.21,Standard_B2s,30.37,90.83999999999999
vm-100169,Standard_E2s_v3,121.2,Standard_B4ms,60.74,60.46
vm-101965,Standard_E2s_v3,121.17,Standard_B2s,30.37,90.8
vm-103056,Standard_E2s_v3,121.15,Standard_B4ms,60.74,60.410000000000004
vm-100359,Standard_E2s_v3,121.05,Standard_B2s,30.37,90.67999999999999
vm-104868,Standard_E2s_v3,121.03,Standard_B2s,30.37,90.66
vm-101595,Standard_E2s_v3,121.0,Standard_B4ms,60.74,60.26
vm-101731,Standard_E2s_v3,120.98,Standard_B4ms,60.74,60.24
vm-100802,Standard_E2s_v3,120.94,Standard_B2s,30.37,90.57
vm-103674,Standard_E2s_v3,120.94,Standard_B4ms,60.74,60.199999999999996
vm-102941,Standard_E2s_v3,120.94,Standard_B4ms,60.74,60.199999999999996
vm-102126,Standard_E2s_v3,120.83,Standard_B2s,30.37,90.46
vm-101849,Standard_E2s_v3,120.79,Standard_B2s,30.37,90.42
vm-100081,Standard_E2s_v3,120.78,Standard_B4ms,60.74,60.04
vm-103430,Standard_E2s_v3,120.77,Standard_B2s,30.37,90.39999999999999
vm-101045,Standard_E2s_v3,120.72,Standard_B2s,30.37,90.35
vm-101549,Standard_E2s_v3,120.66,Standard_B4ms,60.74,59.919999999999995
vm-102822,Standard_E2s_v3,120.65,Standard_B4ms,60.74,59.910000000000004
vm-102166,Standard_E2s_v3,120.63,Standard_B4ms,60.74,59.88999999999999
vm-100791,Standard_E2s_v3,120.63,Standard_B4ms,60.74,59.88999999999999
vm-101843,Standard_E2s_v3,120.61,Standard_B2s,30.37,90.24
vm-102161,Standard_E2s_v3,120.6,Standard_B2s,30.37,90.22999999999999
vm-102265,Standard_E2s_v3,120.6,Standard_B2s,30.37,90.22999999999999
vm-101259,Standard_E2s_v3,120.6,Standard_B2s,30.37,90.22999999999999
vm-101578,Standard_E2s_v3,120.56,Standard_B2s,30.37,90.19
vm-102430,Standard_E2s_v3,120.56,Standard_B4ms,60.74,59.82
vm-101249,Standard_E2s_v3,120.55,Standard_B4ms,60.74,59.809999999999995
vm-101363,Standard_E2s_v3,120.52,Standard_B4ms,60.74,59.779999999999994
vm-101428,Standard_E2s_v3,120.51,Standard_B2s,30.37,90.14
vm-104299,Standard_E2s_v3,120.49,Standard_B4ms,60.74,59.74999999999999
vm-103459,Standard_E2s_v3,120.48,Standard_B1s,7.59,112.89
vm-100232,Standard_E2s_v3,120.43,Standard_B2s,30.37,90.06
vm-100752,Standard_E2s_v3,120.41,Standard_B4ms,60.74,59.669999999999995
vm-100779,Standard_E2s_v3,120.34,Standard_B2s,30.37,89.97
vm-103926,Standard_E2s_v3,120.33,Standard_B2s,30.37,89.96
vm-102264,Standard_E2s_v3,120.29,Standard_B4ms,60.74,59.550000000000004
vm-103505,Standard_E2s_v3,120.23,Standard_B4ms,60.74,59.49
vm-101408,Standard_E2s_v3,120.22,Standard_B2s,30.37,89.85
vm-103108,Standard_E2s_v3,120.19,Standard_B2s,30.37,89.82
vm-101193,Standard_E2s_v3,120.13,Standard_B2s,30.37,89.75999999999999
vm-100432,Standard_E2s_v3,120.13,Standard_B1s,7.59,112.53999999999999
vm-102811,Standard_E2s_v3,120.12,Standard_B4ms,60.74,59.38
vm-103296,Standard_E2s_v3,120.05,Standard_B4ms,60.74,59.309999999999995
vm-104999,Standard_E2s_v3,120.04,Standard_B2s,30.37,89.67
vm-104206,Standard_E2s_v3,120.03,Standard_B4ms,60.74,59.29
vm-100289,Standard_E2s_v3,120.01,Standard_B4ms,60.74,59.27
vm-101506,Standard_E2s_v3,119.98,Standard_B2s,30.37,89.61
vm-103766,Standard_E2s_v3,119.98,Standard_B4ms,60.74,59.24
vm-100695,Standard_E2s_v3,119.98,Standard_B4ms,60.74,59.24
vm-101682,Standard_E2s_v3,119.96,Standard_B4ms,60.74,59.21999999999999
vm-102352,Standard_E2s_v3,119.95,Standard_B4ms,60.74,59.21
vm-100382,Standard_E2s_v3,119.93,Standard_B4ms,60.74,59.190000000000005
vm-100910,Standard_E2s_v3,119.92,Standard_B4ms,60.74,59.18
vm-101172,Standard_E2s_v3,119.88,Standard_B4ms,60.74,59.13999999999999
vm-102117,Standard_E2s_v3,119.87,Standard_B4ms,60.74,59.13
vm-101928,Standard_E2s_v3,119.84,Standard_B4ms,60.74,59.1
vm-103004,Standard_E2s_v3,119.79,Standard_B4ms,60.74,59.050000000000004
vm-100003,Standard_E2s_v3,119.77,Standard_B4ms,60.74,59.029999999999994
vm-104661,Standard_E2s_v3,119.73,Standard_B2s,30.37,89.36
vm-100349,Standard_E2s_v3,119.69,Standard_B4ms,60.74,58.949999999999996
vm-100218,Standard_E2s_v3,119.68,Standard_B4ms,60.74,58.940000000000005
vm-102096,Standard_E2s_v3,119.68,Standard_B4ms,60.74,58.940000000000005
vm-102332,Standard_E2s_v3,119.67,Standard_B4ms,60.74,58.93
vm-100355,Standard_E2s_v3,119.63,Standard_B2s,30.37,89.25999999999999
vm-100146,Standard_E2s_v3,119.63,Standard_B2s,30.37,89.25999999999999
vm-104876,Standard_E2s_v3,119.62,Standard_B2s,30.37,89.25
vm-101831,Standard_E2s_v3,119.59,Standard_B4ms,60.74,58.85
vm-102235,Standard_E2s_v3,119.56,Standard_B2s,30.37,89.19
vm-104199,Standard_E2s_v3,119.56,Standard_B4ms,60.74,58.82
vm-101031,Standard_E2s_v3,119.53,Standard_B2s,30.37,89.16
vm-104043,Standard_E2s_v3,119.52,Standard_B4ms,60.74,58.779999999999994
vm-104521,Standard_E2s_v3,119.49,Standard_B2s,30.37,89.11999999999999
vm-104082,Standard_E2s_v3,119.48,Standard_B2s,30.37,89.11
vm-101315,Standard_E2s_v3,119.45,Standard_B2s,30.37,89.08
vm-102248,Standard_E2s_v3,119.44,Standard_B2s,30.37,89.07
vm-103739,Standard_E2s_v3,119.4,Standard_B2s,30.37,89.03
vm-102322,Standard_E2s_v3,119.36,Standard_B4ms,60.74,58.62
vm-104451,Standard_E2s_v3,119.32,Standard_B4ms,60.74,58.57999999999999
vm-101225,Standard_E2s_v3,119.31,Standard_B2s,30.37,88.94
vm-100258,Standard_E2s_v3,119.3,Standard_B4ms,60.74,58.559999999999995
vm-100658,Standard_E2s_v3,119.27,Standard_B4ms,60.74,58.529999999999994
vm-104100,Standard_E2s_v3,119.27,Standard_B4ms,60.74,58.529999999999994
vm-102863,Standard_E2s_v3,119.24,Standard_B2s,30.37,88.86999999999999
vm-102585,Standard_E2s_v3,119.24,Standard_B4ms,60.74,58.49999999999999
vm-103815,Standard_E2s_v3,119.22,Standard_B4ms,60.74,58.48
vm-101182,Standard_E2s_v3,119.15,Standard_B4ms,60.74,58.410000000000004
vm-103491,Standard_E2s_v3,119.15,Standard_B4ms,60.74,58.410000000000004
vm-100284,Standard_E2s_v3,119.1,Standard_B4ms,60.74,58.35999999999999
vm-103932,Standard_E2s_v3,119.05,Standard_B4ms,60.74,58.309999999999995
vm-104185,Standard_E2s_v3,119.0,Standard_B4ms,60.74,58.26
vm-104937,Standard_E2s_v3,118.99,Standard_B4ms,60.74,58.24999999999999
vm-103887,Standard_E2s_v3,118.98,Standard_B4ms,60.74,58.24
vm-102543,Standard_E2s_v3,118.97,Standard_B2s,30.37,88.6
vm-100298,Standard_E2s_v3,118.97,Standard_B4ms,60.74,58.23
vm-100659,Standard_E2s_v3,118.82,Standard_B2s,30.37,88.44999999999999
vm-102255,Standard_E2s_v3,118.75,Standard_B4ms,60.74,58.01
vm-100413,Standard_E2s_v3,118.75,Standard_B4ms,60.74,58.01
vm-101174,Standard_E2s_v3,118.75,Standard_B2s,30.37,88.38
vm-104478,Standard_E2s_v3,118.75,Standard_B4ms,60.74,58.01
vm-102600,Standard_E2s_v3,118.69,Standard_B4ms,60.74,57.949999999999996
vm-100491,Standard_E2s_v3,118.69,Standard_B4ms,60.74,57.949999999999996
vm-100054,Standard_E2s_v3,118.68,Standard_B4ms,60.74,57.940000000000005
vm-101708,Standard_E2s_v3,118.67,Standard_B4ms,60.74,57.93
vm-102350,Standard_E2s_v3,118.64,Standard_B4ms,60.74,57.9
vm-103484,Standard_E2s_v3,118.53,Standard_B4ms,60.74,57.79
vm-100357,Standard_E2s_v3,118.43,Standard_B4ms,60.74,57.690000000000005
vm-100976,Standard_E2s_v3,118.43,Standard_B2s,30.37,88.06
vm-102261,Standard_E2s_v3,118.33,Standard_B4ms,60.74,57.589999999999996
vm-104307,Standard_E2s_v3,118.32,Standard_B4ms,60.74,57.57999999999999
vm-102577,Standard_E2s_v3,118.27,Standard_B2s,30.37,87.89999999999999
vm-102385,Standard_E2s_v3,118.25,Standard_B2s,30.37,87.88
vm-102716,Standard_E2s_v3,118.25,Standard_B4ms,60.74,57.51
vm-102227,Standard_E2s_v3,118.25,Standard_B4ms,60.74,57.51
vm-102865,Standard_E2s_v3,118.24,Standard_B4ms,60.74,57.49999999999999
vm-102387,Standard_E2s_v3,118.23,Standard_B4ms,60.74,57.49
vm-103238,Standard_E2s_v3,118.21,Standard_B4ms,60.74,57.46999999999999
vm-104892,Standard_E2s_v3,118.13,Standard_B4ms,60.74,57.38999999999999
vm-102670,Standard_E2s_v3,118.1,Standard_B4ms,60.74,57.35999999999999
vm-101451,Standard_E2s_v3,118.09,Standard_B4ms,60.74,57.35
vm-104287,Standard_E2s_v3,118.03,Standard_B2s,30.37,87.66
vm-101956,Standard_E2s_v3,118.03,Standard_B2s,30.37,87.66
vm-104227,Standard_E2s_v3,117.97,Standard_B2s,30.37,87.6
vm-103813,Standard_E2s_v3,117.91,Standard_B4ms,60.74,57.169999999999995
vm-104946,Standard_E2s_v3,117.82,Standard_B2s,30.37,87.44999999999999
vm-104413,Standard_E2s_v3,117.81,Standard_B4ms,60.74,57.07
vm-104073,Standard_E2s_v3,117.8,Standard_B2s,30.37,87.42999999999999
vm-100624,Standard_E2s_v3,117.79,Standard_B4ms,60.74,57.050000000000004
vm-104266,Standard_E2s_v3,117.77,Standard_B4ms,60.74,57.029999999999994
vm-102307,Standard_E2s_v3,117.68,Standard_B4ms,60.74,56.940000000000005
vm-103700,Standard_E2s_v3,117.64,Standard_B4ms,60.74,56.9
vm-100361,Standard_E2s_v3,117.55,Standard_B4ms,60.74,56.809999999999995
vm-104224,Standard_E2s_v3,117.53,Standard_B4ms,60.74,56.79
vm-102744,Standard_E2s_v3,117.52,Standard_B4ms,60.74,56.779999999999994
vm-103209,Standard_E2s_v3,117.52,Standard_B1s,7.59,109.92999999999999
vm-104579,Standard_E2s_v3,117.52,Standard_B4ms,60.74,56.779999999999994
vm-104274,Standard_E2s_v3,117.52,Standard_B4ms,60.74,56.779999999999994
vm-101114,Standard_E2s_v3,117.51,Standard_B2s,30.37,87.14
vm-102878,Standard_E2s_v3,117.51,Standard_B4ms,60.74,56.77
vm-100480,Standard_E2s_v3,117.48,Standard_B4ms,60.74,56.74
vm-102348,Standard_E2s_v3,117.48,Standard_B2s,30.37,87.11
vm-100204,Standard_E2s_v3,117.46,Standard_B4ms,60.74,56.71999999999999
vm-101379,Standard_E2s_v3,117.41,Standard_B4ms,60.74,56.669999999999995
vm-104275,Standard_E2s_v3,117.36,Standard_B2s,30.37,86.99
vm-101643,Standard_E2s_v3,117.35,Standard_B4ms,60.74,56.60999999999999
vm-103341,Standard_E2s_v3,117.35,Standard_B4ms,60.74,56.60999999999999
vm-101139,Standard_E2s_v3,117.32,Standard_B4ms,60.74,56.57999999999999
vm-101268,Standard_E2s_v3,117.32,Standard_B2s,30.37,86.94999999999999
vm-103960,Standard_E2s_v3,117.31,Standard_B4ms,60.74,56.57
vm-101729,Standard_E2s_v3,117.28,Standard_B2s,30.37,86.91
vm-103421,Standard_E2s_v3,117.27,Standard_B2s,30.37,86.89999999999999
vm-101298,Standard_E2s_v3,117.27,Standard_B4ms,60.74,56.529999999999994
vm-101170,Standard_E2s_v3,117.26,Standard_B2s,30.37,86.89
vm-101043,Standard_E2s_v3,117.26,Standard_B2s,30.37,86.89
vm-101351,Standard_E2s_v3,117.26,Standard_B4ms,60.74,56.52
vm-100162,Standard_E2s_v3,117.22,Standard_B4ms,60.74,56.48
vm-100087,Standard_E2s_v3,117.18,Standard_B4ms,60.74,56.440000000000005
vm-103231,Standard_E2s_v3,117.15,Standard_B2s,30.37,86.78
vm-104075,Standard_E2s_v3,117.14,Standard_B4ms,60.74,56.4
vm-102457,Standard_E2s_v3,117.13,Standard_B4ms,60.74,56.38999999999999
vm-102762,Standard_E2s_v3,117.11,Standard_B4ms,60.74,56.37
vm-103003,Standard_E2s_v3,117.06,Standard_B4ms,60.74,56.32
vm-104194,Standard_E2s_v3,117.05,Standard_B4ms,60.74,56.309999999999995
vm-100912,Standard_E2s_v3,117.03,Standard_B4ms,60.74,56.29
vm-103062,Standard_E2s_v3,117.01,Standard_B2s,30.37,86.64
vm-104739,Standard_E2s_v3,117.01,Standard_B2s,30.37,86.64
vm-100303,Standard_E2s_v3,116.95,Standard_B4ms,60.74,56.21
vm-104336,Standard_E2s_v3,116.91,Standard_B4ms,60.74,56.169999999999995
vm-104355,Standard_E2s_v3,116.91,Standard_B4ms,60.74,56.169999999999995
vm-101958,Standard_E2s_v3,116.9,Standard_B4ms,60.74,56.160000000000004
vm-101496,Standard_E2s_v3,116.87,Standard_B4ms,60.74,56.13
vm-100612,Standard_E2s_v3,116.78,Standard_B4ms,60.74,56.04
vm-102643,Standard_E2s_v3,116.75,Standard_B2s,30.37,86.38
vm-104535,Standard_E2s_v3,116.75,Standard_B4ms,60.74,56.01
vm-104248,Standard_E2s_v3,116.7,Standard_B4ms,60.74,55.96
vm-101508,Standard_E2s_v3,116.64,Standard_B4ms,60.74,55.9
vm-102399,Standard_E2s_v3,116.62,Standard_B1s,7.59,109.03
