vm_id,cluster_id,cluster_vm_count,current_size,cpu_cores,ram_gb,monthly_cost_usd,avg_cpu_usage_percent,avg_ram_usage_percent,cluster_avg_cpu_percent,cluster_avg_ram_percent
vm-101420,cluster-15,99,Standard_D1s_v3,1,3,38.99,26.35,16.94,30.97131313,33.51333333
vm-101421,cluster-2,111,Standard_D2s_v3,2,8,69.4,21.27,14.65,32.70495495,34.45828829
vm-101422,cluster-25,102,Standard_B1s,1,1,7.91,70.96,83.08,29.09637255,30.62176471
vm-101423,cluster-13,119,Standard_B1s,1,1,8.02,6.95,20.04,30.93142857,33.1905042
vm-101424,cluster-34,89,Standard_M16ms,16,384,3072.78,22.45,10.51,32.59314607,34.07651685
vm-101425,cluster-34,89,Standard_M8ms,8,192,1462.08,20.76,28.25,32.59314607,34.07651685
vm-101426,cluster-35,92,Standard_B1s,1,1,7.86,7.7,19.45,30.91619565,31.5298913
vm-101427,cluster-38,99,Standard_L8s,8,64,781.69,70,86.71,34.45858586,37.30060606
vm-101428,cluster-3,100,Standard_E2s_v3,2,16,120.51,7.56,13.99,29.0927,33.2273
vm-101429,cluster-42,115,Standard_F8s_v2,8,16,224.62,12.22,11.26,31.29747826,33.29347826
vm-101430,cluster-6,94,Standard_F2s_v2,2,4,60.82,32.3,54.62,31.27457447,33.8856383
vm-101431,cluster-48,103,Standard_D2s_v3,2,8,70.62,15.77,8.86,30.88825243,34.43262136
vm-101432,cluster-49,103,Standard_D2s_v3,2,8,70.98,36.1,30,30.55339806,35.20300971
vm-101433,cluster-19,106,Standard_F4s_v2,4,8,106.77,18.34,25.76,33.03849057,36.94792453
vm-101434,cluster-3,100,Standard_B1s,1,1,7.92,32.48,30,29.0927,33.2273
vm-101435,cluster-18,114,Standard_B1s,1,1,7.82,68.92,35.63,29.90236842,30.61052632
vm-101436,cluster-39,113,Standard_D1s_v3,1,3,39.56,18.42,5.81,28.6359292,30.87619469
vm-101437,cluster-9,107,Standard_DS3_v2,4,8,132.88,17.82,21.45,28.79214953,31.77672897
vm-101438,cluster-12,107,Standard_D1s_v3,1,3,39.24,8.9,17.09,28.98738318,31.40728972
vm-101439,cluster-5,100,Standard_F4s_v2,4,8,111.22,33.14,37.49,27.0222,31.858
vm-101440,cluster-3,100,Standard_M8ms,8,192,1543.78,19.29,9.27,29.0927,33.2273
vm-101441,cluster-11,98,Standard_B1s,1,1,8.23,68.31,36.11,30.00326531,31.15336735
vm-101442,cluster-30,91,Standard_F4s_v2,4,8,112.31,16.33,11.49,30.92164835,31.86230769
vm-101443,cluster-4,102,Standard_F2s_v2,2,4,58.72,46.89,60.07,28.31901961,30.97411765
vm-101444,cluster-5,100,Standard_F8s_v2,8,16,219.3,9.17,8.07,27.0222,31.858
vm-101445,cluster-1,98,Standard_D1s_v3,1,3,40.53,52.28,58.74,29.765,34.26387755
vm-101446,cluster-27,85,Standard_DS3_v2,4,8,131.93,18.36,16.99,31.456,34.09611765
vm-101447,cluster-28,99,Standard_E4s_v3,4,32,203.89,52.86,48.78,31.59616162,32.48343434
vm-101448,cluster-29,108,Standard_L8s,8,64,807.31,14.09,21.41,29.33583333,30.73490741
vm-101449,cluster-18,114,Standard_F4s_v2,4,8,112.23,16.46,26.01,29.90236842,30.61052632
vm-101450,cluster-12,107,Standard_D2s_v3,2,8,70.62,22.71,5.64,28.98738318,31.40728972
vm-101451,cluster-13,119,Standard_E2s_v3,2,16,118.09,23.23,22.78,30.93142857,33.1905042
vm-101452,cluster-41,98,Standard_F8s_v2,8,16,215.74,24.24,11.7,27.47755102,29.77244898
vm-101453,cluster-2,111,Standard_E2s_v3,2,16,117.42,74.88,81.83,32.70495495,34.45828829
vm-101454,cluster-37,101,Standard_B1s,1,1,7.82,25.97,26.58,30.84445545,32.48534653
vm-101455,cluster-45,86,Standard_E8s_v3,8,64,398.4,75.67,80.82,27.955,31.71430233
vm-101456,cluster-16,115,Standard_F4s_v2,4,8,111.53,16.78,11.7,32.42495652,35.61747826
vm-101457,cluster-48,103,Standard_F4s_v2,4,8,111.15,9.97,27.67,30.88825243,34.43262136
vm-101458,cluster-24,102,Standard_D1s_v3,1,3,39.59,42.5,58.77,33.89843137,37.58088235
vm-101459,cluster-35,92,Standard_F4s_v2,4,8,111,7.24,23.45,30.91619565,31.5298913
vm-101460,cluster-22,97,Standard_B2s,2,4,22.24,16.92,29.9,29.02226804,31.79835052
vm-101461,cluster-36,96,Standard_F4s_v2,4,8,107.91,41.12,51.6,31.16125,32.08541667
vm-101462,cluster-11,98,Standard_B1s,1,1,7.94,32.2,37.71,30.00326531,31.15336735
vm-101463,cluster-46,84,Standard_F4s_v2,4,8,108,5.47,23.84,29.13321429,31.1272619
vm-101464,cluster-29,108,Standard_D32s_v3,32,128,1116.44,27.97,10.73,29.33583333,30.73490741
vm-101465,cluster-35,92,Standard_B1s,1,1,8.14,10.22,25.82,30.91619565,31.5298913
vm-101466,cluster-48,103,Standard_D16s_v3,16,64,559.28,30,57.2,30.88825243,34.43262136
vm-101467,cluster-15,99,Standard_F2s_v2,2,4,58.32,56.91,46.25,30.97131313,33.51333333
vm-101468,cluster-31,111,Standard_F8s_v2,8,16,223.14,48.49,61.37,33.35711712,35.1618018
vm-101469,cluster-42,115,Standard_D4s_v3,4,16,142.4,24.97,29.9,31.29747826,33.29347826
vm-101470,cluster-41,98,Standard_D2s_v3,2,8,68.88,87,83.06,27.47755102,29.77244898
vm-101471,cluster-43,99,Standard_B4ms,4,16,81.5,14.48,23.83,28.22444444,31.18787879
vm-101472,cluster-16,115,Standard_DS4_v2,8,16,260.47,16.79,23.72,32.42495652,35.61747826
vm-101473,cluster-10,114,Standard_B2s,2,4,21.99,73.11,83.38,28.53166667,32.41350877
vm-101474,cluster-49,103,Standard_B2s,2,4,22.5,24.27,17.32,30.55339806,35.20300971
vm-101475,cluster-32,86,Standard_F4s_v2,4,8,111.54,57.1,69.5,28.06523256,30.29674419
vm-101476,cluster-2,111,Standard_D4s_v3,4,16,140.45,30.32,30,32.70495495,34.45828829
vm-101477,cluster-24,102,Standard_B4ms,4,16,80.24,18.81,21.81,33.89843137,37.58088235
vm-101478,cluster-23,107,Standard_D4s_v3,4,16,141.94,13.68,29.9,29.45766355,30.96635514
vm-101479,cluster-2,111,Standard_F2s_v2,2,4,60.4,30,40.28,32.70495495,34.45828829
vm-101480,cluster-38,99,Standard_E4s_v3,4,32,200.79,15.08,29.9,34.45858586,37.30060606
vm-101481,cluster-31,111,Standard_B1s,1,1,8.19,25.29,26.04,33.35711712,35.1618018
vm-101482,cluster-40,78,Standard_D2s_v3,2,8,70.58,21.06,18.87,29.16679487,30.12717949
vm-101483,cluster-26,115,Standard_B1s,1,1,7.86,53.17,64.7,31.49956522,33.43756522
vm-101484,cluster-29,108,Standard_D1s_v3,1,3,40.03,19.15,17.5,29.33583333,30.73490741
vm-101485,cluster-3,100,Standard_B2s,2,4,21.75,16.49,29.9,29.0927,33.2273
vm-101486,cluster-14,84,Standard_B2s,2,4,21.71,24.95,12.59,30.01452381,33.89202381
vm-101487,cluster-25,102,Standard_DS3_v2,4,8,132.11,35.33,72.35,29.09637255,30.62176471
vm-101488,cluster-48,103,Standard_B2s,2,4,22.25,15.54,16.59,30.88825243,34.43262136
vm-101489,cluster-1,98,Standard_F2s_v2,2,4,61.45,8.26,22.26,29.765,34.26387755
vm-101490,cluster-3,100,Standard_D1s_v3,1,3,39.29,38.12,30,29.0927,33.2273
vm-101491,cluster-26,115,Standard_B2s,2,4,21.73,16.73,1,31.49956522,33.43756522
vm-101492,cluster-18,114,Standard_D1s_v3,1,3,40.55,73.66,90.26,29.90236842,30.61052632
vm-101493,cluster-9,107,Standard_B1s,1,1,7.76,14.35,10.06,28.79214953,31.77672897
vm-101494,cluster-38,99,Standard_E2s_v3,2,16,122.29,83.21,90.02,34.45858586,37.30060606
vm-101495,cluster-23,107,Standard_F4s_v2,4,8,110.97,89.2,80.76,29.45766355,30.96635514
vm-101496,cluster-21,95,Standard_E2s_v3,2,16,116.87,29.9,19.01,29.69989474,31.52484211
vm-101497,cluster-1,98,Standard_F2s_v2,2,4,60.09,20.71,29.9,29.765,34.26387755
vm-101498,cluster-21,95,Standard_B2s,2,4,21.38,23.14,7.12,29.69989474,31.52484211
vm-101499,cluster-27,85,Standard_F8s_v2,8,16,217.65,46.23,47.13,31.456,34.09611765
vm-101500,cluster-42,115,Standard_D2s_v3,2,8,69.77,31.27,40.99,31.29747826,33.29347826
vm-101501,cluster-6,94,Standard_F2s_v2,2,4,60.1,77.1,80.48,31.27457447,33.8856383
vm-101502,cluster-44,93,Standard_B1s,1,1,8,7.31,7.97,29.77021505,34.46806452
vm-101503,cluster-36,96,Standard_B2s,2,4,22.1,19.73,18.37,31.16125,32.08541667
vm-101504,cluster-28,99,Standard_B2s,2,4,21.39,51.66,41.27,31.59616162,32.48343434
vm-101505,cluster-45,86,Standard_B2s,2,4,21.62,11.4,21.54,27.955,31.71430233
vm-101506,cluster-17,106,Standard_E2s_v3,2,16,119.98,11.39,13.56,32.69113208,34.37858491
vm-101507,cluster-40,78,Standard_D2s_v3,2,8,70.68,44.01,59.86,29.16679487,30.12717949
vm-101508,cluster-3,100,Standard_E2s_v3,2,16,116.64,23.33,23.09,29.0927,33.2273
vm-101509,cluster-12,107,Standard_B4ms,4,16,81.51,27.47,16.36,28.98738318,31.40728972
vm-101510,cluster-39,113,Standard_E4s_v3,4,32,196.94,19.41,23.41,28.6359292,30.87619469
vm-101511,cluster-12,107,Standard_DS3_v2,4,8,131.15,14.38,20.05,28.98738318,31.40728972
vm-101512,cluster-2,111,Standard_M8ms,8,192,1538.71,68.35,59.5,32.70495495,34.45828829
vm-101513,cluster-46,84,Standard_B1s,1,1,7.86,70,89.02,29.13321429,31.1272619
vm-101514,cluster-22,97,Standard_D1s_v3,1,3,39.19,15.66,23.11,29.02226804,31.79835052
vm-101515,cluster-23,107,Standard_B1s,1,1,7.82,45.53,30,29.45766355,30.96635514
vm-101516,cluster-30,91,Standard_E2s_v3,2,16,121.45,19.16,23.43,30.92164835,31.86230769
vm-101517,cluster-5,100,Standard_D8s_v3,8,32,288.25,16.83,16.76,27.0222,31.858
vm-101518,cluster-9,107,Standard_D1s_v3,1,3,41.13,10.72,18.25,28.79214953,31.77672897
vm-101519,cluster-21,95,Standard_E8s_v3,8,64,397.15,15.9,27.99,29.69989474,31.52484211
vm-101520,cluster-11,98,Standard_B1s,1,1,8.19,19.55,24.64,30.00326531,31.15336735
vm-101521,cluster-5,100,Standard_L8s,8,64,821.15,13.24,23.2,27.0222,31.858
vm-101522,cluster-35,92,Standard_B2s,2,4,21.49,41.63,61.08,30.91619565,31.5298913
vm-101523,cluster-27,85,Standard_B1s,1,1,8.19,25.31,27.46,31.456,34.09611765
vm-101524,cluster-49,103,Standard_F2s_v2,2,4,58.32,29.71,29.9,30.55339806,35.20300971
vm-101525,cluster-2,111,Standard_D1s_v3,1,3,40.57,28.19,5.74,32.70495495,34.45828829
vm-101526,cluster-24,102,Standard_D1s_v3,1,3,40.75,16.78,4.09,33.89843137,37.58088235
vm-101527,cluster-31,111,Standard_D1s_v3,1,3,40.27,28.77,14.13,33.35711712,35.1618018
vm-101528,cluster-33,116,Standard_D4s_v3,4,16,141.31,24.52,9.6,28.79327586,30.84103448
vm-101529,cluster-39,113,Standard_D2s_v3,2,8,72.08,71.09,83.2,28.6359292,30.87619469
vm-101530,cluster-30,91,Standard_D1s_v3,1,3,40.93,29.79,10.3,30.92164835,31.86230769
vm-101531,cluster-46,84,Standard_E2s_v3,2,16,123.4,62.36,43.92,29.13321429,31.1272619
vm-101532,cluster-37,101,Standard_DS3_v2,4,8,133.16,9.89,6.2,30.84445545,32.48534653
vm-101533,cluster-28,99,Standard_D1s_v3,1,3,39.66,24.49,29.9,31.59616162,32.48343434
vm-101534,cluster-31,111,Standard_F2s_v2,2,4,60.25,46.97,42.19,33.35711712,35.1618018
vm-101535,cluster-11,98,Standard_B1s,1,1,8.18,22.45,13.71,30.00326531,31.15336735
vm-101536,cluster-23,107,Standard_D1s_v3,1,3,39.54,30,57.15,29.45766355,30.96635514
vm-101537,cluster-2,111,Standard_F4s_v2,4,8,111.62,15.59,25.28,32.70495495,34.45828829
vm-101538,cluster-40,78,Standard_D1s_v3,1,3,41.18,27.03,21.06,29.16679487,30.12717949
vm-101539,cluster-41,98,Standard_D2s_v3,2,8,68.38,30,39.6,27.47755102,29.77244898
vm-101540,cluster-27,85,Standard_DS3_v2,4,8,132.26,56.99,53.56,31.456,34.09611765
vm-101541,cluster-35,92,Standard_B1s,1,1,7.78,25.03,29.9,30.91619565,31.5298913
vm-101542,cluster-2,111,Standard_D2s_v3,2,8,70.25,16.43,28.14,32.70495495,34.45828829
vm-101543,cluster-39,113,Standard_D1s_v3,1,3,40.19,18.69,27.3,28.6359292,30.87619469
vm-101544,cluster-37,101,Standard_M8ms,8,192,1474.97,10.75,27.22,30.84445545,32.48534653
vm-101545,cluster-21,95,Standard_F2s_v2,2,4,59.83,36.61,54.61,29.69989474,31.52484211
vm-101546,cluster-5,100,Standard_D4s_v3,4,16,137.36,30,47.81,27.0222,31.858
vm-101547,cluster-45,86,Standard_D2s_v3,2,8,70,30,31.8,27.955,31.71430233
vm-101548,cluster-21,95,Standard_B1s,1,1,7.83,78.33,82.09,29.69989474,31.52484211
vm-101549,cluster-29,108,Standard_E2s_v3,2,16,120.66,15.3,25.34,29.33583333,30.73490741
vm-101550,cluster-20,87,Standard_L8s,8,64,810.72,70,76.34,29.1954023,31.26563218
vm-101551,cluster-38,99,Standard_E2s_v3,2,16,122.54,7.27,11.98,34.45858586,37.30060606
vm-101552,cluster-20,87,Standard_E4s_v3,4,32,194.19,13.75,15.75,29.1954023,31.26563218
vm-101553,cluster-50,99,Standard_DS4_v2,8,16,260.6,18.66,8.22,30.89232323,34.41474747
vm-101554,cluster-25,102,Standard_D1s_v3,1,3,40.59,16.58,19.07,29.09637255,30.62176471
vm-101555,cluster-2,111,Standard_D1s_v3,1,3,39.11,50.8,68.7,32.70495495,34.45828829
vm-101556,cluster-32,86,Standard_E2s_v3,2,16,122.77,14.13,21.22,28.06523256,30.29674419
vm-101557,cluster-26,115,Standard_F2s_v2,2,4,58.39,29.9,18.59,31.49956522,33.43756522
vm-101558,cluster-6,94,Standard_E4s_v3,4,32,197.42,4.85,22.59,31.27457447,33.8856383
vm-101559,cluster-41,98,Standard_D8s_v3,8,32,286.1,30.45,30,27.47755102,29.77244898
vm-101560,cluster-3,100,Standard_B2s,2,4,22.65,3.46,13.73,29.0927,33.2273
vm-101561,cluster-33,116,Standard_D1s_v3,1,3,39.99,11.11,29.9,28.79327586,30.84103448
vm-101562,cluster-1,98,Standard_D4s_v3,4,16,139.07,14.14,28.57,29.765,34.26387755
vm-101563,cluster-5,100,Standard_D1s_v3,1,3,40.88,17.2,20.54,27.0222,31.858
vm-101564,cluster-13,119,Standard_E4s_v3,4,32,203.09,93.07,72.3,30.93142857,33.1905042
vm-101565,cluster-19,106,Standard_F2s_v2,2,4,61.73,51.32,45.27,33.03849057,36.94792453
vm-101566,cluster-12,107,Standard_F4s_v2,4,8,106.71,23.14,19.92,28.98738318,31.40728972
vm-101567,cluster-48,103,Standard_B1s,1,1,7.91,41.2,59.91,30.88825243,34.43262136
vm-101568,cluster-25,102,Standard_E2s_v3,2,16,117.94,36.29,33.82,29.09637255,30.62176471
vm-101569,cluster-35,92,Standard_F2s_v2,2,4,58.81,15.99,28.23,30.91619565,31.5298913
vm-101570,cluster-12,107,Standard_E2s_v3,2,16,117.98,70,84.04,28.98738318,31.40728972
vm-101571,cluster-30,91,Standard_D1s_v3,1,3,39.04,23.84,29.9,30.92164835,31.86230769
vm-101572,cluster-5,100,Standard_B4ms,4,16,78.8,18.74,26.18,27.0222,31.858
vm-101573,cluster-34,89,Standard_F8s_v2,8,16,219.01,40.18,45.14,32.59314607,34.07651685
vm-101574,cluster-22,97,Standard_D1s_v3,1,3,39.16,16.3,11.6,29.02226804,31.79835052
vm-101575,cluster-39,113,Standard_B1s,1,1,8.02,58.78,59.47,28.6359292,30.87619469
vm-101576,cluster-13,119,Standard_B1s,1,1,8.07,50.14,52.64,30.93142857,33.1905042
vm-101577,cluster-47,87,Standard_E2s_v3,2,16,122.6,12.57,3.31,29.85241379,31.44597701
vm-101578,cluster-3,100,Standard_E2s_v3,2,16,120.56,15.31,13.49,29.0927,33.2273
vm-101579,cluster-20,87,Standard_D2s_v3,2,8,69.24,86.97,86.5,29.1954023,31.26563218
vm-101580,cluster-31,111,Standard_D1s_v3,1,3,40.66,27.37,19.83,33.35711712,35.1618018
vm-101581,cluster-5,100,Standard_B2s,2,4,22.48,30,37.65,27.0222,31.858
vm-101582,cluster-24,102,Standard_E2s_v3,2,16,121.5,14.72,19.91,33.89843137,37.58088235
vm-101583,cluster-40,78,Standard_D2s_v3,2,8,71.65,22.57,1.35,29.16679487,30.12717949
vm-101584,cluster-33,116,Standard_M16ms,16,384,2957.37,12.04,13.62,28.79327586,30.84103448
vm-101585,cluster-8,92,Standard_B1s,1,1,8.09,12.77,17.54,30.88869565,34.98445652
vm-101586,cluster-24,102,Standard_DS3_v2,4,8,128.42,13.1,13.49,33.89843137,37.58088235
vm-101587,cluster-50,99,Standard_B2s,2,4,22.42,40.22,72.18,30.89232323,34.41474747
vm-101588,cluster-20,87,Standard_F2s_v2,2,4,59.15,9.28,23.75,29.1954023,31.26563218
vm-101589,cluster-16,115,Standard_DS3_v2,4,8,126.17,86.73,83.77,32.42495652,35.61747826
vm-101590,cluster-50,99,Standard_DS3_v2,4,8,129.13,46.15,43.13,30.89232323,34.41474747
vm-101591,cluster-12,107,Standard_M16ms,16,384,2987.77,41.02,59.8,28.98738318,31.40728972
vm-101592,cluster-13,119,Standard_B1s,1,1,8.2,5.71,21.73,30.93142857,33.1905042
vm-101593,cluster-45,86,Standard_B1s,1,1,8.17,1.05,10.94,27.955,31.71430233
vm-101594,cluster-42,115,Standard_DS3_v2,4,8,127.05,24.64,15.51,31.29747826,33.29347826
vm-101595,cluster-39,113,Standard_E2s_v3,2,16,121,15.51,28.7,28.6359292,30.87619469
vm-101596,cluster-25,102,Standard_D1s_v3,1,3,39.14,18.41,14.43,29.09637255,30.62176471
vm-101597,cluster-46,84,Standard_B1s,1,1,8.08,29.9,26.36,29.13321429,31.1272619
vm-101598,cluster-32,86,Standard_B1s,1,1,7.81,11.15,18.6,28.06523256,30.29674419
vm-101599,cluster-24,102,Standard_D8s_v3,8,32,272.07,12.52,25.71,33.89843137,37.58088235
vm-101600,cluster-48,103,Standard_D1s_v3,1,3,40.55,75.78,81.57,30.88825243,34.43262136
vm-101601,cluster-47,87,Standard_D1s_v3,1,3,41.01,19.53,18.02,29.85241379,31.44597701
vm-101602,cluster-44,93,Standard_D1s_v3,1,3,39.79,37.68,58.89,29.77021505,34.46806452
vm-101603,cluster-9,107,Standard_B2s,2,4,21.62,31.5,55.01,28.79214953,31.77672897
vm-101604,cluster-40,78,Standard_B1s,1,1,8.01,18.56,5.41,29.16679487,30.12717949
vm-101605,cluster-50,99,Standard_D2s_v3,2,8,71.74,51.97,60.82,30.89232323,34.41474747
vm-101606,cluster-23,107,Standard_B1s,1,1,7.92,14.38,25.59,29.45766355,30.96635514
vm-101607,cluster-50,99,Standard_D4s_v3,4,16,143.39,40.92,50,30.89232323,34.41474747
vm-101608,cluster-13,119,Standard_D1s_v3,1,3,40.17,17.24,17.78,30.93142857,33.1905042
vm-101609,cluster-32,86,Standard_D2s_v3,2,8,70.12,29.9,21.98,28.06523256,30.29674419
vm-101610,cluster-50,99,Standard_DS4_v2,8,16,266.35,13.2,15.02,30.89232323,34.41474747
vm-101611,cluster-15,99,Standard_F4s_v2,4,8,109.43,11.68,12.22,30.97131313,33.51333333
vm-101612,cluster-36,96,Standard_D2s_v3,2,8,70.69,45.28,32.86,31.16125,32.08541667
vm-101613,cluster-49,103,Standard_D1s_v3,1,3,39.15,53.33,64.08,30.55339806,35.20300971
vm-101614,cluster-5,100,Standard_B2s,2,4,21.36,14.16,19.58,27.0222,31.858
vm-101615,cluster-22,97,Standard_F4s_v2,4,8,111.21,6.81,16.9,29.02226804,31.79835052
vm-101616,cluster-16,115,Standard_M16ms,16,384,3046.92,21.76,22.44,32.42495652,35.61747826
vm-101617,cluster-41,98,Standard_F4s_v2,4,8,108.5,17.04,16.15,27.47755102,29.77244898
vm-101618,cluster-10,114,Standard_D2s_v3,2,8,68.31,10.34,17.07,28.53166667,32.41350877
vm-101619,cluster-24,102,Standard_DS3_v2,4,8,131.57,92.38,83.03,33.89843137,37.58088235
vm-101620,cluster-18,114,Standard_F2s_v2,2,4,60.06,26.64,1,29.90236842,30.61052632
vm-101621,cluster-49,103,Standard_B1s,1,1,8.1,42.02,51.58,30.55339806,35.20300971
vm-101622,cluster-18,114,Standard_D2s_v3,2,8,68.11,30,55.4,29.90236842,30.61052632
vm-101623,cluster-7,98,Standard_M8ms,8,192,1523.26,18.43,12.13,30.36265306,31.53826531
vm-101624,cluster-4,102,Standard_D1s_v3,1,3,41.04,10.19,7.8,28.31901961,30.97411765
vm-101625,cluster-26,115,Standard_F4s_v2,4,8,108.97,16.33,18.62,31.49956522,33.43756522
vm-101626,cluster-5,100,Standard_D1s_v3,1,3,39.8,22.92,29.9,27.0222,31.858
vm-101627,cluster-16,115,Standard_D2s_v3,2,8,68.78,18.18,19.37,32.42495652,35.61747826
vm-101628,cluster-35,92,Standard_B1s,1,1,8.18,10.43,28.93,30.91619565,31.5298913
vm-101629,cluster-26,115,Standard_F2s_v2,2,4,59.23,25.88,7.73,31.49956522,33.43756522
vm-101630,cluster-18,114,Standard_B4ms,4,16,81.17,27.54,9.75,29.90236842,30.61052632
vm-101631,cluster-29,108,Standard_B2s,2,4,22.46,32.04,41.87,29.33583333,30.73490741
vm-101632,cluster-23,107,Standard_F4s_v2,4,8,107.47,38.81,53.8,29.45766355,30.96635514
vm-101633,cluster-14,84,Standard_D4s_v3,4,16,143.5,40.31,52.97,30.01452381,33.89202381
vm-101634,cluster-15,99,Standard_E8s_v3,8,64,396.71,71.4,89.27,30.97131313,33.51333333
vm-101635,cluster-49,103,Standard_D1s_v3,1,3,40.68,2.19,20.84,30.55339806,35.20300971
vm-101636,cluster-33,116,Standard_B2s,2,4,21.93,18.47,23,28.79327586,30.84103448
vm-101637,cluster-25,102,Standard_B1s,1,1,8.09,22.58,10.55,29.09637255,30.62176471
vm-101638,cluster-21,95,Standard_M16ms,16,384,3043.95,15.97,25.73,29.69989474,31.52484211
vm-101639,cluster-17,106,Standard_E8s_v3,8,64,397.48,23.01,29.89,32.69113208,34.37858491
vm-101640,cluster-23,107,Standard_D2s_v3,2,8,71.1,14.75,20.87,29.45766355,30.96635514
vm-101641,cluster-43,99,Standard_E4s_v3,4,32,195.24,16.48,13.25,28.22444444,31.18787879
vm-101642,cluster-17,106,Standard_D2s_v3,2,8,70.8,19.28,29.8,32.69113208,34.37858491
vm-101643,cluster-14,84,Standard_E2s_v3,2,16,117.35,24.24,23.81,30.01452381,33.89202381
vm-101644,cluster-29,108,Standard_B1s,1,1,7.77,24.08,29.9,29.33583333,30.73490741
vm-101645,cluster-20,87,Standard_B4ms,4,16,77.95,13.46,13.33,29.1954023,31.26563218
vm-101646,cluster-30,91,Standard_B1s,1,1,8.03,16.61,19.51,30.92164835,31.86230769
vm-101647,cluster-19,106,Standard_E4s_v3,4,32,204.93,36.78,36.09,33.03849057,36.94792453
vm-101648,cluster-39,113,Standard_D4s_v3,4,16,140.83,5.7,20.17,28.6359292,30.87619469
vm-101649,cluster-13,119,Standard_DS3_v2,4,8,133.75,24.02,25.15,30.93142857,33.1905042
vm-101650,cluster-18,114,Standard_B1s,1,1,8.09,18.84,21.74,29.90236842,30.61052632
vm-101651,cluster-23,107,Standard_D1s_v3,1,3,40.18,12.91,17.6,29.45766355,30.96635514
vm-101652,cluster-46,84,Standard_D1s_v3,1,3,39.86,51.96,51.47,29.13321429,31.1272619
vm-101653,cluster-33,116,Standard_B2s,2,4,21.57,22.83,29.9,28.79327586,30.84103448
vm-101654,cluster-39,113,Standard_B1s,1,1,8,25.09,29.9,28.6359292,30.87619469
vm-101655,cluster-40,78,Standard_L8s,8,64,798.25,9.19,20.4,29.16679487,30.12717949
vm-101656,cluster-18,114,Standard_D2s_v3,2,8,69.95,16.27,29.9,29.90236842,30.61052632
vm-101657,cluster-9,107,Standard_D1s_v3,1,3,40.23,12.44,5.9,28.79214953,31.77672897
vm-101658,cluster-33,116,Standard_B2s,2,4,21.36,77.34,82.53,28.79327586,30.84103448
vm-101659,cluster-32,86,Standard_F2s_v2,2,4,60.19,3.06,7.24,28.06523256,30.29674419
vm-101660,cluster-17,106,Standard_E2s_v3,2,16,117.12,81.49,84.89,32.69113208,34.37858491
vm-101661,cluster-19,106,Standard_D2s_v3,2,8,70.76,28.04,28.95,33.03849057,36.94792453
vm-101662,cluster-27,85,Standard_E8s_v3,8,64,401.17,11.94,10.42,31.456,34.09611765
vm-101663,cluster-6,94,Standard_D2s_v3,2,8,70.66,8.47,29.9,31.27457447,33.8856383
vm-101664,cluster-35,92,Standard_M16ms,16,384,2936.32,19.31,18.45,30.91619565,31.5298913
vm-101665,cluster-37,101,Standard_E4s_v3,4,32,200.6,43.51,64.48,30.84445545,32.48534653
vm-101666,cluster-34,89,Standard_D1s_v3,1,3,39.24,41.28,59.21,32.59314607,34.07651685
vm-101667,cluster-20,87,Standard_E8s_v3,8,64,400.67,6.97,17.32,29.1954023,31.26563218
vm-101668,cluster-25,102,Standard_B1s,1,1,8.05,22.69,16.69,29.09637255,30.62176471
vm-101669,cluster-4,102,Standard_E4s_v3,4,32,198.6,30.36,32.72,28.31901961,30.97411765
vm-101670,cluster-10,114,Standard_B2s,2,4,22.17,11.63,29.9,28.53166667,32.41350877
vm-101671,cluster-10,114,Standard_DS4_v2,8,16,263.5,34,62.64,28.53166667,32.41350877
vm-101672,cluster-24,102,Standard_F8s_v2,8,16,215.75,33.74,52.7,33.89843137,37.58088235
vm-101673,cluster-21,95,Standard_D4s_v3,4,16,136.86,30,58,29.69989474,31.52484211
vm-101674,cluster-11,98,Standard_D4s_v3,4,16,141.7,29.9,5.66,30.00326531,31.15336735
vm-101675,cluster-27,85,Standard_D1s_v3,1,3,39.77,17.56,23.63,31.456,34.09611765
vm-101676,cluster-16,115,Standard_B1s,1,1,7.84,25.71,16.49,32.42495652,35.61747826
vm-101677,cluster-26,115,Standard_B2s,2,4,21.36,26.92,12.92,31.49956522,33.43756522
vm-101678,cluster-30,91,Standard_D1s_v3,1,3,39.25,24.43,9.06,30.92164835,31.86230769
vm-101679,cluster-49,103,Standard_DS3_v2,4,8,129.39,17.05,4.63,30.55339806,35.20300971
vm-101680,cluster-16,115,Standard_B2s,2,4,21.57,17.59,13.8,32.42495652,35.61747826
vm-101681,cluster-7,98,Standard_D16s_v3,16,64,547.68,56.36,30,30.36265306,31.53826531
vm-101682,cluster-16,115,Standard_E2s_v3,2,16,119.96,7.67,18.29,32.42495652,35.61747826
vm-101683,cluster-35,92,Standard_E4s_v3,4,32,197.43,79.07,91.76,30.91619565,31.5298913
vm-101684,cluster-16,115,Standard_B1s,1,1,7.82,54.82,38.07,32.42495652,35.61747826
vm-101685,cluster-40,78,Standard_F8s_v2,8,16,216.81,10.87,16.96,29.16679487,30.12717949
vm-101686,cluster-12,107,Standard_E8s_v3,8,64,393.39,81.49,91.95,28.98738318,31.40728972
vm-101687,cluster-35,92,Standard_F2s_v2,2,4,60.33,29.9,29.9,30.91619565,31.5298913
vm-101688,cluster-49,103,Standard_E2s_v3,2,16,116.47,54.44,49.04,30.55339806,35.20300971
